Scenario,Percentile,Year,SLR,Return_Period,Exceedance_Probability,Total.Loss,Total.Count,Total.Exposed_Value,Exposed_Population,Buildings.Loss,Buildings.Count,Buildings.Exposed_Value,Crops.Loss,Crops.Count,Crops.Exposed_Value,Infrastructure.Loss,Infrastructure.Count,Infrastructure.Exposed_Value,Infrastructure_Exposed_km,Infrastructure_Exposed_sqkm,CropType.Cassava.Loss,CropType.Cassava.Count,CropType.Cassava.Exposed_Value,CropType.Coconut.Loss,CropType.Coconut.Count,CropType.Coconut.Exposed_Value,CropType.Nut_Tree.Loss,CropType.Nut_Tree.Count,CropType.Nut_Tree.Exposed_Value,CropType.Palm_oil.Loss,CropType.Palm_oil.Count,CropType.Palm_oil.Exposed_Value,CropType.Papaya.Loss,CropType.Papaya.Count,CropType.Papaya.Exposed_Value,CropType.Rice.Loss,CropType.Rice.Count,CropType.Rice.Exposed_Value,CropType.Sugarcane.Loss,CropType.Sugarcane.Count,CropType.Sugarcane.Exposed_Value,CropType.Taro.Loss,CropType.Taro.Count,CropType.Taro.Exposed_Value,CropType.Unknown.Loss,CropType.Unknown.Count,CropType.Unknown.Exposed_Value,OccupancyType.Commercial.Loss,OccupancyType.Commercial.Count,OccupancyType.Commercial.Exposed_Value,OccupancyType.Commercial_Accommodation.Loss,OccupancyType.Commercial_Accommodation.Count,OccupancyType.Commercial_Accommodation.Exposed_Value,OccupancyType.Industrial.Loss,OccupancyType.Industrial.Count,OccupancyType.Industrial.Exposed_Value,OccupancyType.Infrastructure.Loss,OccupancyType.Infrastructure.Count,OccupancyType.Infrastructure.Exposed_Value,OccupancyType.Other.Loss,OccupancyType.Other.Count,OccupancyType.Other.Exposed_Value,OccupancyType.Outbuilding.Loss,OccupancyType.Outbuilding.Count,OccupancyType.Outbuilding.Exposed_Value,OccupancyType.Public.Loss,OccupancyType.Public.Count,OccupancyType.Public.Exposed_Value,OccupancyType.Residential.Loss,OccupancyType.Residential.Count,OccupancyType.Residential.Exposed_Value
ssp119 (medium confidence),5,2120,0.155,1,0.6321,7649,198,131369,733,0,0,0,98,8,4804,7552,1,125832,0.15639999999999998,5.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2120,0.155,5,0.1813,1144421,389,21762980,1131,157358,38,10355286,50689,71,96570,936375,18,11309992,3.1318000000000006,0.050300000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2120,0.155,10,0.0952,1524653,421,27428536,1182,258068,48,14275041,59628,81,114234,1206957,22,13038078,3.8694999999999995,0.0561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2120,0.155,25,0.0392,5748063,470,59479097,1257,611342,73,19511817,74842,90,132076,5061879,26,39833947,5.1162,0.0648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2120,0.155,50,0.0198,10452791,533,69024798,1348,1259535,108,26669731,90350,102,156507,9102907,33,42197213,6.4744,0.0714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2120,0.155,100,0.01,14738084,618,105613437,1469,2554297,156,60134987,114487,118,181813,12069301,37,45295168,9.1082,0.0807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2120,0.155,250,0.004,23690503,800,196599348,1706,6738205,281,124925040,162641,152,234725,16789659,38,71437879,12.9662,0.1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2130,0.159,1,0.6321,7857,199,135021,734,0,0,0,106,9,8360,7750,1,125926,0.1584,5.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2130,0.159,5,0.1813,1150452,389,21909384,1132,158764,38,10469434,50907,71,96703,940783,18,11342116,3.1452,0.0504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2130,0.159,10,0.0952,1531216,421,27546142,1183,259927,48,14369228,59828,81,114508,1211462,22,13061222,3.8789999999999996,0.0562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2130,0.159,25,0.0392,5811831,470,59642185,1259,615744,73,19629977,75144,90,132098,5120943,26,39878851,5.1274999999999995,0.0649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2130,0.159,50,0.0198,10489010,534,69148380,1350,1267943,108,26767465,90623,102,156632,9130442,33,42222933,6.4944999999999995,0.07150000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2130,0.159,100,0.01,14778103,619,106318719,1475,2569962,156,60781883,114843,118,182280,12093299,37,45353082,9.135299999999999,0.0808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2130,0.159,250,0.004,23754939,801,196931356,1709,6771850,282,125129500,163026,152,235090,16820062,38,71565057,12.992999999999999,0.15219999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2140,0.162,1,0.6321,8009,199,135405,738,0,0,0,110,9,8670,7900,1,125997,0.1599,5.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2140,0.162,5,0.1813,1154975,389,22019188,1133,159817,38,10555044,51070,71,96803,944089,18,11366208,3.1552000000000002,0.0505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2140,0.162,10,0.0952,1536139,421,27634347,1184,261323,48,14439868,59974,81,114714,1214841,22,13078580,3.8861,0.0562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2140,0.162,25,0.0392,5859656,470,59764501,1259,619046,73,19718597,75369,90,132116,5165241,26,39912529,5.136100000000001,0.0649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2140,0.162,50,0.0198,10516173,534,69241064,1351,1274247,108,26840763,90829,102,156727,9151095,33,42242223,6.509700000000001,0.0717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2140,0.162,100,0.01,14808117,619,106847683,1477,2581711,156,61267056,115110,118,182634,12111296,37,45396517,9.1555,0.0809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2140,0.162,250,0.004,23803266,801,197158542,1711,6797085,282,125261025,163315,152,235365,16842867,38,71660441,13.013100000000001,0.1525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2150,0.164,1,0.6321,8110,199,135659,739,0,0,0,111,9,8875,7999,1,126045,0.1609,5.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2150,0.164,5,0.1813,1157988,389,22092391,1133,160519,38,10612118,51177,71,96870,946292,18,11382270,3.1618,0.0505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2150,0.164,10,0.0952,1539422,421,27693151,1185,262253,48,14486962,60075,81,114851,1217094,22,13090152,3.8909000000000002,0.056299999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2150,0.164,25,0.0392,5891542,470,59846045,1260,621247,73,19777678,75521,90,132127,5194773,26,39934980,5.1418,0.0649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2150,0.164,50,0.0198,10534280,534,69302855,1352,1278451,108,26889630,90967,102,156789,9164862,33,42255084,6.519799999999999,0.0717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2150,0.164,100,0.01,14828126,619,107200322,1478,2589543,156,61590504,115287,118,182867,12123295,37,45425473,9.168999999999999,0.08099999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),5,2150,0.164,250,0.004,23835487,801,197309998,1713,6813908,282,125348708,163509,152,235548,16858070,38,71724030,13.026499999999999,0.1527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2020,0.018,1,0.6321,993,174,27823,626,0,0,0,15,4,1350,977,1,25847,0.0943,5.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2020,0.018,5,0.1813,949610,365,17248066,1094,112396,29,7053735,43107,64,85318,794106,17,10107919,2.6654999999999998,0.0461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2020,0.018,10,0.0952,1307958,395,23797481,1129,202389,39,11666501,52750,75,100177,1052819,19,12029674,3.5405,0.052500000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2020,0.018,25,0.0392,3840015,446,56477500,1220,473752,63,17679886,65022,86,122529,3301240,23,38673863,4.6461,0.061900000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2020,0.018,50,0.0198,9197733,502,66379928,1296,982215,93,24903850,81199,95,137056,8134320,29,41337726,5.9631,0.0687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2020,0.018,100,0.01,13425549,582,93086851,1399,2059230,137,49012707,102217,111,167993,11264103,34,43904753,8.1073,0.0765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2020,0.018,250,0.004,21548522,758,184822436,1625,5631245,255,117155002,150204,142,224747,15767072,38,67441061,12.108799999999999,0.1405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2030,0.048,1,0.6321,2410,180,64348,654,0,0,0,28,4,1694,2382,1,62000,0.1081,5.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2030,0.048,5,0.1813,990843,375,18230170,1103,121779,33,7740011,44788,67,89383,824278,18,10399672,2.769,0.0469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2030,0.048,10,0.0952,1354213,402,24338176,1146,213399,42,11950543,54269,76,104266,1086547,19,12282222,3.6143,0.0533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2030,0.048,25,0.0392,4217311,451,56764439,1226,501941,64,17762977,67101,89,126484,3648269,24,38873752,4.7608999999999995,0.0627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2030,0.048,50,0.0198,9474715,510,66752465,1306,1041381,97,25088509,83169,98,144519,8350165,30,41518132,6.0497000000000005,0.0693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2030,0.048,100,0.01,13704474,589,94213467,1414,2161547,140,49916751,104916,111,170480,11438011,36,44124821,8.3375,0.0772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2030,0.048,250,0.004,22008033,768,187795544,1638,5866975,261,119297775,152814,145,226818,15988246,38,68269313,12.2911,0.1427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2040,0.07,1,0.6321,3450,181,91069,673,0,0,0,36,4,1944,3414,1,88451,0.1169,5.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2040,0.07,5,0.1813,1020738,375,18873135,1109,128658,33,8182445,46017,67,91647,846060,18,10597935,2.8449999999999998,0.047599999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2040,0.07,10,0.0952,1388134,403,25161344,1155,221474,43,12585932,55380,76,106885,1111280,19,12467372,3.6671,0.054099999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2040,0.07,25,0.0392,4493978,452,56964214,1234,522615,64,17815495,68622,89,128716,3902741,24,39018769,4.845,0.06319999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2040,0.07,50,0.0198,9677827,510,66999011,1314,1084770,97,25188946,84609,98,148858,8508448,30,41659893,6.1118999999999994,0.0697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2040,0.07,100,0.01,13908969,589,94916233,1423,2236583,140,50459437,106895,111,172304,11565493,36,44283069,8.506299999999998,0.0777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2040,0.07,250,0.004,22344994,769,189822979,1647,6039846,262,120723276,154724,145,228033,16150429,38,68870023,12.4208,0.1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2050,0.115,1,0.6321,5623,192,128061,706,0,0,0,61,7,2546,5562,1,124808,0.1349,5.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2050,0.115,5,0.1813,1084116,381,20285077,1116,143310,35,9200056,48509,70,95150,892297,18,10988754,2.9985,0.0489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2050,0.115,10,0.0952,1458982,412,25962470,1171,239460,44,13045690,57637,78,110760,1161885,21,12804849,3.7747,0.0553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2050,0.115,25,0.0392,5107530,458,57649242,1240,567314,68,18216816,71828,90,131847,4468389,25,39299339,4.9994,0.0643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2050,0.115,50,0.0198,10090570,524,67556690,1343,1175464,102,25461875,87604,102,155248,8827504,32,41938225,6.272399999999999,0.0706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2050,0.115,100,0.01,14336419,603,97043955,1440,2397645,148,52235041,110921,115,175751,11827852,36,44631723,8.834599999999998,0.07880000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2050,0.115,250,0.004,23046123,786,193367804,1665,6401747,273,122969238,158774,149,230808,16485603,38,70166093,12.698199999999998,0.1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2060,0.141,1,0.6321,6939,197,130197,724,0,0,0,86,8,4164,6854,1,125310,0.14529999999999998,5.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2060,0.141,5,0.1813,1123314,388,21250557,1123,152440,38,9955771,49926,71,96103,920946,18,11197559,3.0852,0.0498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2060,0.141,10,0.0952,1501674,419,26790843,1179,251555,46,13719319,58931,81,113274,1191187,22,12957072,3.8362999999999996,0.0559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2060,0.141,25,0.0392,5524874,470,58908287,1252,595932,73,19098255,73787,90,131996,4855156,26,39676784,5.0764000000000005,0.06459999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2060,0.141,50,0.0198,10326027,533,68592271,1347,1230109,108,26327666,89389,102,156066,9006531,33,42107191,6.4037,0.0712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2060,0.141,100,0.01,14598018,618,103144952,1460,2499469,156,57870848,113240,118,180172,11985308,37,45092471,9.0136,0.0801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2060,0.141,250,0.004,23464971,800,195546555,1693,6620446,281,124318664,161287,152,233444,16683240,38,70992754,12.872399999999997,0.1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2070,0.185,1,0.6321,9176,199,138333,751,0,0,0,132,9,11036,9044,1,126547,0.1714,5.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2070,0.185,5,0.1813,1189651,390,22862395,1139,167894,38,11211390,52324,72,98947,969432,18,11550918,3.2318,0.051199999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2070,0.185,10,0.0952,1573888,421,28310587,1190,272022,48,14981442,61119,81,116293,1240747,22,13211662,3.9407,0.0566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2070,0.185,25,0.0392,6226327,471,60703678,1267,644362,73,20398020,77106,91,133665,5504859,26,40170726,5.201499999999999,0.0653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2070,0.185,50,0.0198,10724426,535,70322284,1355,1322588,109,27773362,92408,102,157450,9309428,33,42390116,6.6258,0.07210000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2070,0.185,100,0.01,15038225,622,111015614,1491,2671786,158,65098788,117155,119,185815,12249283,37,45729519,9.310999999999998,0.0819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2070,0.185,250,0.004,24173787,803,198905149,1731,6990549,283,126271801,165539,153,239899,17017699,38,72391718,13.1672,0.1546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2080,0.21,1,0.6321,10541,200,140397,760,0,0,0,162,9,12581,10378,1,127056,0.1819,5.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2080,0.21,5,0.1813,1227311,390,23459271,1143,176828,38,11639442,53664,72,99691,996819,18,11718995,3.3095999999999997,0.0518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2080,0.21,10,0.0952,1618377,421,28808402,1195,286896,48,15334642,62422,81,117322,1269058,22,13355243,4.004,0.0572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2080,0.21,25,0.0392,6631221,473,61375539,1273,675740,73,20841121,78912,91,134001,5876570,26,40399144,5.288900000000001,0.06570000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2080,0.21,50,0.0198,10954293,537,75394704,1357,1377622,111,32683640,94097,102,157922,9482573,33,42551785,6.7551,0.0728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2080,0.21,100,0.01,15296285,627,113973267,1502,2776086,161,67622943,119319,120,187803,12400879,37,46161019,9.495199999999999,0.0833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2080,0.21,250,0.004,24575824,808,201015640,1744,7210768,286,127604803,167854,154,241816,17197203,38,73167277,13.323399999999998,0.15680000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2090,0.242,1,0.6321,13890,214,215062,773,0,0,0,247,16,15222,13643,2,199065,0.1915,6.000000000000001E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2090,0.242,5,0.1813,1275660,402,23632527,1156,188554,39,11650807,55371,76,104214,1031736,19,11876350,3.3983000000000003,0.0524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2090,0.242,10,0.0952,1854887,437,39512878,1212,312169,53,15870485,64239,86,120805,1478479,23,23520376,4.093,0.057800000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2090,0.242,25,0.0392,7161692,490,62719243,1291,723314,83,21989066,81098,96,137203,6357281,26,40591682,5.440499999999999,0.06649999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2090,0.242,50,0.0198,11255349,558,78005614,1369,1452840,120,35076364,96225,108,161284,9706284,34,42766596,6.9476,0.0737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2090,0.242,100,0.01,15642083,652,116231312,1512,2921867,175,69102062,122014,128,192443,12598200,37,46935295,9.775099999999998,0.0856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2090,0.242,250,0.004,25089098,832,204776439,1755,7511715,303,130409096,170636,156,242663,17406749,38,74122925,13.5019,0.1596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2100,0.22,1,0.6321,11800,211,165469,766,0,0,0,193,15,13724,11605,2,150980,0.1849,5.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2100,0.22,5,0.1813,1242455,402,23516834,1149,180492,39,11644854,54203,76,101845,1007759,19,11768986,3.3373,0.051899999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2100,0.22,10,0.0952,1638257,431,28960297,1203,294795,52,15428941,62991,84,118122,1280472,22,13412030,4.0318000000000005,0.0573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2100,0.22,25,0.0392,6797000,484,61900791,1280,690607,80,21304828,79599,94,135297,6026793,26,40459386,5.337599999999999,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2100,0.22,50,0.0198,11048348,548,76121208,1360,1401128,117,33344266,94760,104,158150,9552463,33,42617431,6.8167,0.0731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2100,0.22,100,0.01,15404382,643,114773712,1505,2821643,169,68165042,120166,126,189709,12462572,37,46417456,9.5851,0.08410000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2100,0.22,250,0.004,24736223,822,202262700,1748,7304813,295,128552990,168724,155,242045,17262686,38,73465917,13.379199999999999,0.1577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2110,0.246,1,0.6321,14268,215,222450,774,0,0,0,257,17,15737,14011,2,205937,0.1927,6.000000000000001E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2110,0.246,5,0.1813,1281698,402,23653562,1157,190019,39,11651889,55583,76,104644,1036096,19,11895871,3.4093999999999998,0.0524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2110,0.246,10,0.0952,1879305,437,40537760,1214,315329,53,15921518,64466,86,121136,1499512,23,24493892,4.1041,0.0579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2110,0.246,25,0.0392,7228047,492,62882108,1293,729261,84,22122104,81371,96,137507,6417415,27,40621203,5.4592,0.0667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2110,0.246,50,0.0198,11292977,559,78368189,1369,1462242,121,35411904,96491,108,161605,9734246,34,42793309,6.9719999999999995,0.0739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2110,0.246,100,0.01,15685301,652,116474267,1512,2940090,175,69250408,122352,128,192899,12622859,37,47029448,9.809699999999998,0.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2110,0.246,250,0.004,25153255,833,205321777,1756,7549333,304,130834885,170980,156,242754,17432942,38,74242380,13.5242,0.1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),17,2120,0.263,1,0.6321,15868,215,252833,781,0,0,0,298,17,16905,15570,2,235146,0.1978,7.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
